"X","saison","rank","champion","tot_win","tot_lose","avg_kills","avg_deaths","avg_assists","gold","nb_kill_mobs","max_kills","max_deaths","avg_dmg_dealt","avg_dmg_taken","dk","tk","qk","quintu","winrate","nb_games","kd_rate","role"
0,"12",1,"Akshan",58,39,9.4,5.5,5.5,12695,185,28,13,130093,17285,122,19,0,0,59,97,2.70909090909091,"Mid"
1,"12",2,"Veigar",9,7,6.6,4.6,5.1,12140,206.5,11,9,150255,15666,8,0,0,0,56,16,2.54347826086957,"Mid"
2,"12",3,"Viktor",6,9,5.7,6,5.3,12311,197.7,13,10,142283,16583,8,2,1,0,40,15,1.83333333333333,"Mid"
3,"12",4,"Lux",8,6,7,3.9,9.4,12373,207.5,16,7,143237,13941,13,1,0,0,57,14,4.20512820512821,"Mid"
4,"12",5,"Zilean",7,7,5.9,3.3,11,12040,195.5,12,8,144990,21851,5,0,0,0,50,14,5.12121212121212,"Support"
5,"12",6,"Ezreal",4,5,5.2,4.7,5.7,11261,184.4,14,10,127348,15567,8,1,0,0,44,9,2.31914893617021,"Bot"
6,"12",7,"Anivia",4,3,5.6,3.7,6.9,10890,180.4,8,5,115149,17911,0,0,0,0,57,7,3.37837837837838,"Mid"
7,"12",8,"Sivir",2,4,9,3.8,6.5,11395,172.5,19,7,127338,14487,4,1,0,0,33,6,4.07894736842105,"Bot"
8,"12",9,"Séraphine",3,2,5.8,4,7.6,10184,172,14,7,107947,11929,4,1,0,0,60,5,3.35,"Support"
9,"12",10,"Kai'Sa",2,2,7.8,5,6,11156,173.3,13,8,109016,14048,2,0,0,0,50,4,2.76,"Bot"
10,"12",11,"Kayle",2,0,9.5,3.5,4,13141,208,12,7,133195,19401,3,1,0,0,100,2,3.85714285714286,"Top"
11,"12",12,"Malzahar",1,1,6.5,5,8.5,12250,223,7,7,144300,12558,1,0,0,0,50,2,3,"Mid"
12,"12",13,"Twisted Fate",1,0,10,1,7,10638,140,10,1,87050,11037,0,0,0,0,100,1,17,"Mid"
13,"12",14,"Kalista",1,0,15,4,7,17909,242,15,4,250760,30691,1,0,0,0,100,1,5.5,"Bot"
14,"12",15,"Ivern",0,1,2,5,6,9741,141,2,5,352666,19291,0,0,0,0,0,1,1.6,"Jungle"
15,"12",16,"Ahri",0,1,1,3,3,7770,177,1,3,102915,11681,0,0,0,0,0,1,1.33333333333333,"Mid"
16,"12",17,"Gangplank",0,1,0,4,1,6083,129,0,4,69071,9512,0,0,0,0,0,1,0.25,"Top"
17,"12",18,"Teemo",0,1,7,9,1,13553,194,7,9,136119,29537,0,0,0,0,0,1,0.888888888888889,"Top"
18,"12",19,"Vel'Koz",0,1,12,6,11,13842,175,12,6,134607,18163,1,0,0,0,0,1,3.83333333333333,"Mid"
19,"12",20,"Ashe",0,1,8,8,17,15368,226,8,8,183153,23771,1,0,0,0,0,1,3.125,"Bot"
20,"12",21,"Corki",0,1,9,8,6,16668,246,9,8,207770,22061,1,0,0,0,0,1,1.875,"Mid"
21,"12",22,"Singed",0,1,0,5,0,5458,125,0,5,61498,13706,0,0,0,0,0,1,0,"Top"
22,"3",1,"Twitch",178,121,9.6,5.3,6,12073,169.5,28,15,121100,19780,379,59,7,3,59,299,2.94339622641509,"Bot"
23,"3",2,"Brand",61,51,8.6,5.8,7,12066,161.8,22,12,119792,19932,97,19,1,0,54,112,2.68965517241379,"Support"
24,"3",3,"Lux",47,50,6.9,5.7,9.5,11201,147,19,14,117815,15779,44,6,0,0,48,97,2.87719298245614,"Mid"
25,"3",4,"Corki",44,47,9.1,5.3,6.5,12350,190.5,23,12,144618,22357,101,13,4,0,48,91,2.94339622641509,"Mid"
26,"3",5,"Pantheon",52,33,10,5,5,12752,179,22,12,131118,23242,93,13,4,0,61,85,3,"Support"
27,"3",6,"Irelia",13,14,7.6,5.6,7.1,11615,172.9,14,14,98363,29610,18,1,0,0,48,27,2.625,"Top"
28,"3",7,"Draven",6,13,6.8,5.9,5.3,9890,148.1,20,11,101326,18063,13,1,0,0,31,19,2.05084745762712,"Bot"
29,"3",8,"Nasus",8,10,6.2,4.6,9.9,11640,70.6,13,8,180798,37344,9,0,0,0,44,18,3.5,"Top"
30,"3",9,"Shaco",11,5,8,5.1,10,10330,41.9,16,10,117485,18556,9,1,0,0,68,16,3.52941176470588,"Jungle"
31,"3",10,"Janna",5,7,0.7,4.2,12,7046,14.8,3,8,18128,13430,0,0,0,0,41,12,3.02380952380952,"Support"
32,"3",11,"Blitzcrank",4,8,1,7.1,11,7397,18.8,4,10,25131,22985,0,0,0,0,33,12,1.69014084507042,"Support"
33,"3",12,"Ziggs",2,10,4.1,6.4,4.1,10034,173.1,12,11,145206,16697,3,0,0,0,16,12,1.28125,"Mid"
34,"3",13,"Singed",3,7,4.7,4.8,8.5,11589,192.9,13,8,124088,31523,4,0,0,0,30,10,2.75,"Top"
35,"3",14,"Diana",5,3,9.1,5.9,7.8,12047,156.4,13,12,145960,21804,5,0,0,0,62,8,2.86440677966102,"Jungle"
36,"3",15,"Fizz",4,4,6.9,5.5,5.6,9033,101.1,12,12,63778,17506,4,0,0,0,50,8,2.27272727272727,"Mid"
37,"3",16,"Vayne",7,0,5.7,5.7,6.9,11841,170.3,16,9,116777,20899,6,0,0,0,100,7,2.21052631578947,"Bot"
38,"3",17,"Swain",5,2,7.4,5,9.7,11077,133.1,19,12,102400,27334,6,1,0,0,71,7,3.42,"Support"
39,"3",18,"Caitlyn",2,5,5.3,4.9,7.1,10456,173,8,10,122520,17839,2,0,0,0,28,7,2.53061224489796,"Bot"
40,"3",19,"Alistar",4,2,2,4.5,15,9191,24.2,5,9,26645,27823,0,0,0,0,66,6,3.77777777777778,"Support"
41,"3",20,"Cassiopeia",3,2,7.2,7.4,6.2,9802,109,11,9,83209,17530,5,0,0,0,60,5,1.81081081081081,"Mid"
42,"3",21,"Gragas",2,3,4.8,4.4,3.8,9708,169.2,13,7,121208,16963,2,1,0,0,40,5,1.95454545454545,"Top"
43,"3",22,"Udyr",1,4,3.2,5,4.6,7024,17.8,9,12,73147,23948,1,0,0,0,20,5,1.56,"Jungle"
44,"3",23,"Jax",1,3,9.3,6.8,8.3,11829,167,13,9,111087,30213,3,1,0,0,25,4,2.58823529411765,"Top"
45,"3",24,"Gangplank",0,4,8.5,9.3,11,16228,235.5,10,13,177906,42978,3,0,0,0,0,4,2.09677419354839,"Top"
46,"3",25,"Ezreal",2,1,9.7,4,9.3,11941,164.3,12,5,121825,17957,4,0,0,0,66,3,4.75,"Bot"
47,"3",26,"Sona",2,1,1.3,6.7,15,9369,21,3,9,28680,19232,1,0,0,0,66,3,2.43283582089552,"Support"
48,"3",27,"Annie",1,2,6.7,6.3,5.3,10370,60.3,9,9,55572,17003,3,0,0,0,33,3,1.9047619047619,"Mid"
49,"3",28,"Orianna",1,2,5.7,6,4.3,10826,184.3,10,7,136765,14858,1,0,0,0,33,3,1.66666666666667,"Mid"
50,"3",29,"Jarvan IV",2,0,2,5,11,9373,94.5,4,5,88699,25901,0,0,0,0,100,2,2.6,"Jungle"
51,"3",30,"Jinx",1,1,4,5,8,12069,219.5,6,6,163007,22679,0,0,0,0,50,2,2.4,"Bot"
52,"3",31,"Tryndamere",1,1,5,9,4.5,11977,175,6,11,160376,34171,2,0,0,0,50,2,1.05555555555556,"Top"
53,"3",32,"Nidalee",1,1,2.5,3.5,6,6986,97.5,4,4,74759,14276,0,0,0,0,50,2,2.42857142857143,"Jungle"
54,"3",33,"Varus",0,2,1.5,6.5,0.5,6550,133,2,7,69991,14109,0,0,0,0,0,2,0.307692307692308,"Bot"
55,"3",34,"Kassadin",0,2,6.5,6.5,7.5,12120,191,8,7,144463,31472,1,0,0,0,0,2,2.15384615384615,"Mid"
56,"3",35,"Twisted Fate",0,2,4.5,5.5,4,11172,174.5,9,7,144038,17694,2,0,0,0,0,2,1.54545454545455,"Mid"
57,"3",36,"Akali",0,2,5,9.5,5.5,9111,124.5,5,10,79469,25128,0,0,0,0,0,2,1.10526315789474,"Mid"
58,"3",37,"Nunu et Willump",0,2,2,3,10,6356,23.5,2,3,21099,21673,0,0,0,0,0,2,4,"Jungle"
59,"3",38,"Evelynn",0,2,4.5,7.5,5,8579,49.5,7,8,122048,23161,0,0,0,0,0,2,1.26666666666667,"Jungle"
60,"3",39,"Amumu",0,2,4,2.5,3,7442,29.5,6,4,116575,20207,0,0,0,0,0,2,2.8,"Jungle"
61,"3",40,"Olaf",1,0,14,3,16,13094,128,14,3,80628,27831,1,0,0,0,100,1,10,"Jungle"
62,"3",41,"Wukong",1,0,2,10,17,8790,33,2,10,122445,25190,0,0,0,0,100,1,1.9,"Top"
63,"3",42,"Maître Yi",1,0,10,4,6,11234,138,10,4,147647,21036,3,0,0,0,100,1,4,"Jungle"
64,"3",43,"Teemo",1,0,2,3,2,7676,151,2,3,65519,9652,0,0,0,0,100,1,1.33333333333333,"Top"
65,"3",44,"Soraka",1,0,0,8,10,6632,17,0,8,12877,16876,0,0,0,0,100,1,1.25,"Support"
66,"3",45,"Riven",1,0,13,11,1,15427,158,13,11,133665,30626,0,0,0,0,100,1,1.27272727272727,"Top"
67,"3",46,"Tristana",0,1,3,3,0,5932,125,3,3,46224,7462,1,0,0,0,0,1,1,"Bot"
68,"3",47,"Kayle",0,1,3,14,13,13922,216,3,14,202613,38715,0,0,0,0,0,1,1.14285714285714,"Top"
69,"3",48,"Fiddlesticks",0,1,2,6,1,5153,87,2,6,40008,10992,0,0,0,0,0,1,0.5,"Jungle"
70,"3",49,"Xin Zhao",0,1,2,9,16,8655,77,2,9,145173,30945,0,0,0,0,0,1,2,"Jungle"
71,"3",50,"Aatrox",0,1,12,5,12,17894,94,12,5,232721,60983,1,0,0,0,0,1,4.8,"Top"
72,"4",1,"Brand",80,56,8.9,5.9,7.4,12426,168.7,21,13,117355,19692,129,11,1,0,58,136,2.76271186440678,"Support"
73,"4",2,"Varus",40,30,8.6,5.9,7.6,12790,190.8,20,14,137494,20482,74,12,3,0,57,70,2.74576271186441,"Bot"
74,"4",3,"Pantheon",29,24,8.2,6.3,5.5,11945,175.2,16,13,122512,22494,52,10,1,1,54,53,2.17460317460317,"Support"
75,"4",4,"Akali",26,20,9.6,7.2,6.2,12580,163.1,24,14,114447,31610,53,11,2,0,56,46,2.19444444444444,"Mid"
76,"4",5,"Twitch",22,22,8.9,5.2,6,11462,162.8,20,11,100552,20262,56,7,1,0,50,44,2.86538461538462,"Bot"
77,"4",6,"Lissandra",23,20,5.3,5.3,7.7,11337,197.7,13,13,132377,19845,23,2,0,0,53,43,2.45283018867925,"Mid"
78,"4",7,"Ziggs",22,19,6.4,5,7,11777,198.1,14,12,152953,15724,19,3,0,0,53,41,2.68,"Mid"
79,"4",8,"Talon",18,8,10,8,6,12661,166.5,19,14,128504,21086,36,4,0,0,69,26,2,"Mid"
80,"4",9,"Orianna",9,16,4.4,4.9,5.8,10105,168.5,10,10,115952,14600,7,1,0,0,36,25,2.08163265306122,"Mid"
81,"4",10,"Graves",9,12,6.2,5.5,6.9,11154,186.1,14,10,118358,19757,16,4,0,0,42,21,2.38181818181818,"Jungle"
82,"4",11,"Warwick",6,6,4.7,2.9,7.8,10345,139.8,10,6,72923,30343,5,1,0,0,50,12,4.31034482758621,"Jungle"
83,"4",12,"Hecarim",2,5,4.6,7.7,8.1,10271,47,6,10,133549,32266,4,1,0,0,28,7,1.64935064935065,"Jungle"
84,"4",13,"Nidalee",3,3,6.3,5.8,5.5,11167,174,11,11,125776,24523,3,1,0,0,50,6,2.03448275862069,"Jungle"
85,"4",14,"Karthus",2,3,6.4,5,6.6,12163,193.6,13,13,173085,19789,4,0,0,0,40,5,2.6,"Jungle"
86,"4",15,"Blitzcrank",2,1,1.7,4.7,10,7830,18,2,5,25044,17308,0,0,0,0,66,3,2.48936170212766,"Support"
87,"4",16,"Leona",2,1,2,3,11,8328,50,3,5,33538,17362,0,0,0,0,66,3,4.33333333333333,"Support"
88,"4",17,"Ezreal",0,3,5,6.7,3,8270,132.7,9,9,78421,15534,0,0,0,0,0,3,1.19402985074627,"Bot"
89,"4",18,"Soraka",1,1,1,3.5,10,6963,17.5,2,4,14117,12384,0,0,0,0,50,2,3.14285714285714,"Support"
90,"4",19,"Janna",1,1,1.5,5.5,17,10515,22.5,2,6,24003,20943,0,0,0,0,50,2,3.36363636363636,"Support"
91,"4",20,"Tristana",0,2,3,5.5,3,7328,133,5,8,62070,16495,0,0,0,0,0,2,1.09090909090909,"Bot"
92,"4",21,"Quinn",1,0,9,10,9,20577,348,9,10,272814,35755,0,0,0,0,100,1,1.8,"Top"
93,"4",22,"Jax",1,0,8,5,8,12247,49,8,5,166728,27508,1,0,0,0,100,1,3.2,"Top"
94,"4",23,"Kog'Maw",1,0,16,5,10,15128,150,16,5,125125,23944,5,0,0,0,100,1,5.2,"Bot"
95,"4",24,"Corki",0,1,13,13,1,18557,219,13,13,236617,40739,2,0,0,0,0,1,1.07692307692308,"Mid"
96,"4",25,"Fizz",0,1,6,5,3,8393,116,6,5,73112,22520,0,0,0,0,0,1,1.8,"Mid"
97,"4",26,"Swain",0,1,2,7,5,6659,91,2,7,41140,21116,0,0,0,0,0,1,1,"Support"
98,"4",27,"Irelia",0,1,6,11,5,11633,184,6,11,109458,49137,0,0,0,0,0,1,1,"Top"
99,"4",28,"Kassadin",0,1,7,6,11,17028,254,7,6,213179,30878,1,0,0,0,0,1,3,"Mid"
100,"4",29,"Fiddlesticks",0,1,9,5,7,11487,51,9,5,140563,33518,1,0,0,0,0,1,3.2,"Jungle"
101,"4",30,"Gangplank",0,1,4,4,5,7855,112,4,4,47920,15928,0,0,0,0,0,1,2.25,"Top"
102,"5",1,"Cassiopeia",76,63,8.4,5.3,6.3,12120,189.7,21,13,132316,19867,145,28,6,0,54,139,2.77358490566038,"Mid"
103,"5",2,"Corki",67,50,8.3,4.6,7.9,12922,206.9,23,12,157629,20239,139,28,6,1,57,117,3.52173913043478,"Mid"
104,"5",3,"Brand",48,36,9.4,6.4,9.2,12765,156.2,20,13,127237,20833,70,8,2,1,57,84,2.90625,"Support"
105,"5",4,"Twisted Fate",21,16,8.6,6,9.3,13645,182.8,24,11,152286,19619,38,7,3,0,56,37,2.98333333333333,"Mid"
106,"5",5,"Orianna",21,14,5.7,4.2,7.4,10872,177,16,11,120292,13208,21,1,1,0,60,35,3.11904761904762,"Mid"
107,"5",6,"Lux",14,8,8,4,8.3,11608,177,17,8,130552,12130,18,5,0,0,63,22,4.075,"Mid"
108,"5",7,"Azir",12,9,7.3,5.7,5.9,11698,177.9,21,12,128431,18147,20,2,1,0,57,21,2.31578947368421,"Mid"
109,"5",8,"Varus",10,10,6.6,5.7,5.3,10786,186.8,19,12,132517,15085,16,2,0,0,50,20,2.08771929824561,"Bot"
110,"5",9,"Akali",11,6,10,5,4,11754,155.9,19,11,112868,26795,28,6,1,0,64,17,2.8,"Mid"
111,"5",10,"Vladimir",7,10,6.5,8.1,5.5,11593,182.2,13,16,146284,32710,12,2,0,0,41,17,1.48148148148148,"Mid"
112,"5",11,"Draven",10,6,8.4,5.3,7.3,13999,198.5,18,12,172822,20313,18,4,1,0,62,16,2.9622641509434,"Bot"
113,"5",12,"Janna",7,9,0.8,4,13,8312,14.4,3,9,16444,15318,1,0,0,0,43,16,3.45,"Support"
114,"5",13,"Skarner",13,2,4.9,4.1,14,11839,39.9,11,9,117474,33862,2,0,0,0,86,15,4.60975609756098,"Jungle"
115,"5",14,"Jinx",4,11,5.8,5.7,5.6,10875,191.4,14,11,134928,16152,11,0,0,0,26,15,2,"Bot"
116,"5",15,"Pantheon",8,6,7.9,5.5,8.8,11241,126.2,15,9,109174,20362,7,1,0,0,57,14,3.03636363636364,"Support"
117,"5",16,"Fizz",6,7,9.2,6.1,5.2,10781,136.2,16,11,88328,20391,15,3,1,0,46,13,2.36065573770492,"Mid"
118,"5",17,"Cho'Gath",5,8,5.5,5.2,4.9,11182,201.9,16,8,147935,29390,4,1,0,0,38,13,2,"Top"
119,"5",18,"Ezreal",6,6,8.4,4.3,5.6,12175,191.3,21,9,139580,16324,15,2,1,0,50,12,3.25581395348837,"Bot"
120,"5",19,"Sivir",6,5,8.5,5.5,10,14574,236,17,8,209962,22210,9,4,0,0,54,11,3.36363636363636,"Bot"
121,"5",20,"Irelia",6,5,7.4,5.5,6.7,11790,184.6,20,12,111513,28416,4,0,0,0,54,11,2.56363636363636,"Top"
122,"5",21,"Lissandra",3,8,6.2,7.2,6.1,10870,168.9,16,12,128466,19922,6,0,0,0,27,11,1.70833333333333,"Mid"
123,"5",22,"Ziggs",6,4,6.3,4.4,7.9,11265,194.8,11,7,137462,13983,7,0,0,0,60,10,3.22727272727273,"Mid"
124,"5",23,"Fiora",3,7,6.4,5.6,4,10852,174.9,12,8,121359,27109,5,2,1,0,30,10,1.85714285714286,"Top"
125,"5",24,"Twitch",4,5,9.2,7.4,9.4,13047,180.6,16,13,138349,24986,11,2,0,0,44,9,2.51351351351351,"Bot"
126,"5",25,"Veigar",3,4,6.4,6.4,4.4,10580,180.4,11,10,135542,15838,2,0,0,0,42,7,1.6875,"Mid"
127,"5",26,"Caitlyn",2,4,5.5,6.7,6.2,13065,228.5,12,11,175964,19984,4,1,0,0,33,6,1.74626865671642,"Bot"
128,"5",27,"Diana",3,1,8.5,8.3,10,13651,127.8,14,16,167117,25341,3,0,0,0,75,4,2.2289156626506,"Jungle"
129,"5",28,"Trundle",2,1,3,4.3,4.7,10402,180.3,4,7,106060,29251,0,0,0,0,66,3,1.7906976744186,"Jungle"
130,"5",29,"Ryze",2,1,7,3,6.3,10511,168.3,11,5,108135,15848,0,0,0,0,66,3,4.43333333333333,"Mid"
131,"5",30,"Viktor",2,1,8.3,5,9.3,12193,179.7,14,7,128401,17318,3,2,1,0,66,3,3.52,"Mid"
132,"5",31,"Alistar",0,3,1.7,6.3,11,7671,36.7,4,7,22740,25021,0,0,0,0,0,3,2.01587301587302,"Support"
133,"5",32,"Anivia",2,0,11,2,8,12670,190.5,14,4,146202,17822,3,0,0,0,100,2,9.5,"Mid"
134,"5",33,"Graves",1,1,8.5,7.5,9,16622,253.5,13,8,219992,30177,2,0,0,0,50,2,2.33333333333333,"Jungle"
135,"5",34,"Morgana",0,2,1,5.5,11,9873,22.5,2,6,27913,16801,1,0,0,0,0,2,2.18181818181818,"Support"
136,"5",35,"Kog'Maw",0,2,1,4.5,2,8562,190.5,2,6,125772,15676,0,0,0,0,0,2,0.666666666666667,"Bot"
137,"5",36,"Syndra",0,2,8.5,5.5,5,15620,223.5,10,7,177433,23785,4,0,0,0,0,2,2.45454545454545,"Mid"
138,"5",37,"Blitzcrank",1,0,1,3,8,7599,44,1,3,28526,13693,0,0,0,0,100,1,3,"Support"
139,"5",38,"Wukong",1,0,9,5,7,13830,62,9,5,178211,30325,1,0,0,0,100,1,3.2,"Top"
140,"5",39,"Karthus",1,0,9,7,7,15275,225,9,7,170487,29267,2,0,0,0,100,1,2.28571428571429,"Jungle"
141,"5",40,"Talon",1,0,11,2,0,10322,155,11,2,110514,14629,2,0,0,0,100,1,5.5,"Mid"
142,"5",41,"Maître Yi",0,1,5,3,4,7238,37,5,3,83713,17021,0,0,0,0,0,1,3,"Jungle"
143,"5",42,"Heimerdinger",0,1,1,5,6,8418,196,1,5,110410,13414,0,0,0,0,0,1,1.4,"Mid"
144,"5",43,"Lee Sin",0,1,10,4,5,9679,22,10,4,79115,21165,1,0,0,0,0,1,3.75,"Jungle"
145,"5",44,"Ekko",0,1,4,7,0,5102,57,4,7,23857,11552,0,0,0,0,0,1,0.571428571428571,"Mid"
146,"5",45,"Rengar",0,1,14,11,5,13412,30,14,11,136220,35680,5,0,0,0,0,1,1.72727272727273,"Jungle"
147,"5",46,"Soraka",0,1,1,7,24,10723,28,1,7,28085,19173,0,0,0,0,0,1,3.57142857142857,"Support"
148,"5",47,"Tryndamere",0,1,10,6,3,14494,263,10,6,205890,44987,2,0,0,0,0,1,2.16666666666667,"Top"
149,"6",1,"Ezreal",99,82,6.5,4.5,6.7,12043,188.9,21,10,128721,16060,154,16,2,0,54,181,2.93333333333333,"Bot"
150,"6",2,"Lux",93,62,7.3,4.2,7.7,12647,193.4,21,12,142483,12855,97,13,3,0,60,155,3.57142857142857,"Mid"
151,"6",3,"Ziggs",63,37,7.2,4.7,6.9,13314,214.6,19,14,190883,16065,74,11,0,0,63,100,3,"Mid"
152,"6",4,"Azir",37,43,6.3,5.2,6.2,12214,201.6,23,11,142231,18690,54,14,3,0,46,80,2.40384615384615,"Mid"
153,"6",5,"Corki",33,24,6.7,4,6.3,12096,187.6,17,11,134082,17199,46,9,0,0,57,57,3.25,"Mid"
154,"6",6,"Twisted Fate",23,25,7,4.9,7.1,12297,176.2,17,11,129233,17798,33,0,0,0,47,48,2.87755102040816,"Mid"
155,"6",7,"Twitch",16,17,6.2,6.8,6,11823,175.3,14,13,113844,18986,18,2,0,0,48,33,1.79411764705882,"Bot"
156,"6",8,"Viktor",13,14,7.6,5.9,5.7,12992,209.4,19,11,163691,18078,17,3,1,0,48,27,2.25423728813559,"Mid"
157,"6",9,"Cassiopeia",8,14,5.4,4.7,4.8,10875,179.3,12,11,107585,18021,14,2,0,0,36,22,2.17021276595745,"Mid"
158,"6",10,"Jinx",9,11,4.4,5.9,5.8,10632,173.3,12,12,115561,16151,13,4,0,0,45,20,1.72881355932203,"Bot"
159,"6",11,"Brand",8,9,5.6,6.3,6.7,10663,123.9,15,10,82360,17694,7,0,0,0,47,17,1.95238095238095,"Support"
160,"6",12,"Veigar",7,10,8.6,5.6,5.6,13047,214.3,20,10,169921,17697,10,0,0,0,41,17,2.53571428571429,"Mid"
161,"6",13,"Singed",9,7,3.3,6.5,10,12567,216.5,6,11,129335,34861,3,1,0,0,56,16,2.04615384615385,"Top"
162,"6",14,"Orianna",2,10,7.5,5.7,6.1,12843,201.3,13,11,146968,18406,9,1,0,0,16,12,2.3859649122807,"Mid"
163,"6",15,"Skarner",7,3,5.8,6,8.7,12882,46.7,14,9,142870,34504,5,1,0,0,70,10,2.41666666666667,"Jungle"
164,"6",16,"Caitlyn",2,8,3.9,6.2,5,10469,181.9,11,12,123738,15964,5,1,0,0,20,10,1.43548387096774,"Bot"
165,"6",17,"Kog'Maw",3,6,7.8,5.2,7.1,12976,199.4,15,10,133467,19757,9,2,0,0,33,9,2.86538461538461,"Bot"
166,"6",18,"Syndra",4,4,6.1,5.6,6.3,12778,210.9,8,8,154865,17165,2,0,0,0,50,8,2.21428571428571,"Mid"
167,"6",19,"Vladimir",3,3,6,6.7,7.7,13740,224.7,10,9,156881,36328,4,1,0,0,50,6,2.04477611940298,"Mid"
168,"6",20,"Ivern",3,2,7.2,6.4,16,14333,51.6,10,9,490257,30613,3,0,0,0,60,5,3.625,"Jungle"
169,"6",21,"Gangplank",2,3,8.4,4.8,8.4,16441,261.8,12,8,253713,25340,5,2,0,0,40,5,3.5,"Top"
170,"6",22,"Varus",2,3,5.2,5.8,5.8,11569,201.2,13,9,141138,17006,2,1,1,0,40,5,1.89655172413793,"Bot"
171,"6",23,"Janna",3,1,0.3,2.8,11,7891,9.8,1,5,12580,10404,0,0,0,0,75,4,4.03571428571429,"Support"
172,"6",24,"Lissandra",3,0,7,5.3,9,14033,215.3,11,7,166719,20301,1,0,0,0,100,3,3.0188679245283,"Mid"
173,"6",25,"Pantheon",2,1,8.7,12,9,15878,176.7,10,14,141246,38959,3,0,0,0,66,3,1.475,"Support"
174,"6",26,"Kennen",1,2,3,3.3,7,8046,152,5,5,63127,13944,0,0,0,0,33,3,3.03030303030303,"Top"
175,"6",27,"Fizz",1,2,7,5,3,9398,151.3,11,6,74026,13790,3,0,0,0,33,3,2,"Mid"
